ogc_fid,lat,lon,rooms,bedrooms,bathrooms,surface_to,surface_co,price,pm2
403,-34.59628,-58.415086,2,1,1,41,41,130000,3170.73170731707
404,-34.592606,-58.412209,2,1,1,38,36,130000,3611.11111111111
405,-34.585958,-58.403988,3,2,2,84,76,445000,5855.26315789474
406,-34.59096,-58.404328,2,1,1,53,40,170000,4250
407,-34.583592,-58.404211,3,2,1,69,69,215000,3115.94202898551
408,-34.545025,-58.479302,3,2,2,125,115,359500,3126.08695652174
409,-34.545025,-58.479302,3,2,1,80,70,239500,3421.42857142857
410,-34.545025,-58.479302,2,1,1,95,60,168000,2800
411,-34.543349,-58.47729,1,,1,86,39,206000,5282.05128205128
412,-34.54704,-58.478808,4,3,2,126,103,282000,2737.8640776699
413,-34.545025,-58.479302,3,2,1,80,70,240000,3428.57142857143
414,-34.545025,-58.479302,2,1,1,55,50,168000,3360
415,-34.604876,-58.398394,2,1,1,64,64,118000,1843.75
416,-34.607002,-58.395313,2,1,1,70,50,119000,2380
417,-34.603889,-58.405519,3,2,1,67,62,140000,2258.06451612903
418,-34.613672,-58.408018,2,1,1,34,34,82000,2411.76470588235
419,-34.611753,-58.411161,3,2,1,73,71,100000,1408.45070422535
420,-34.606927,-58.451158,2,1,1,38,35,140000,4000
421,-34.624167,-58.443573,3,2,1,73,70,200000,2857.14285714286
422,-34.621952,-58.443947,3,2,1,61,62,125000,2016.12903225806
423,-34.619454,-58.431462,3,2,1,45,45,105000,2333.33333333333
424,-34.624814,-58.438204,4,3,2,107,99,360000,3636.36363636364
425,-34.61847,-58.443204,2,1,1,38,37,89000,2405.4054054054
426,-34.622709,-58.440635,2,1,1,53,46,115000,2500
427,-34.609144,-58.445134,2,1,1,40,40,110000,2750
428,-34.608613,-58.432633,1,1,1,34,28,96000,3428.57142857143
429,-34.60779,-58.44218,1,1,1,38,38,120000,3157.89473684211
430,-34.623016,-58.443034,4,3,1,83,84,198000,2357.14285714286
431,-34.621126,-58.455508,1,,1,33,31,89000,2870.96774193548
432,-34.623979,-58.429619,1,1,1,41,37,115000,3108.10810810811
433,-34.628784,-58.433843,3,2,1,44,42,125000,2976.19047619048
434,-34.614807,-58.381729,3,2,1,76,68,139000,2044.11764705882
435,-34.626856,-58.375051,3,2,1,79,79,175000,2215.18987341772
436,-34.6908493,-58.33633804,1,,1,49,49,80000,1632.65306122449
437,-34.57468,-58.441667,2,1,1,44,44,129000,2931.81818181818
438,-34.644992,-58.56821,3,2,1,61,61,108000,1770.49180327869
439,-34.670291,-58.531469,1,1,1,32,32,50000,1562.5
440,-34.638416,-58.56023,2,1,1,38,36,83000,2305.55555555556
441,-34.681468,-58.556815,4,3,1,63,63,125000,1984.12698412698
442,-34.471391,-58.518012,2,2,1,60,57,170000,2982.45614035088
443,-34.755463,-58.210772,2,1,1,47,45,120000,2666.66666666667
444,-34.598269,-58.404316,3,2,1,90,70,215000,3071.42857142857
445,-34.56773758,-58.43028259,3,,3,130,130,450000,3461.53846153846
446,-34.447299,-58.54884,2,1,1,42,40,89000,2225
447,-34.599648,-58.376738,3,2,1,75,75,105000,1400
448,-34.604297,-58.389907,1,1,1,36,36,78000,2166.66666666667
449,-34.609962,-58.400328,2,1,1,50,44,94000,2136.36363636364
450,-34.595346,-58.445428,3,2,1,72,65,199000,3061.53846153846
451,-34.600288,-58.440334,2,1,1,54,50,173000,3460
452,-34.599374,-58.439043,3,2,2,75,75,160000,2133.33333333333
453,-34.591476,-58.516197,3,2,2,100,70,299000,4271.42857142857
454,-34.609237,-58.502897,1,1,1,45,41,111900,2729.26829268293
455,-34.594454,-58.515724,3,2,1,60,55,140000,2545.45454545455
456,-34.594371,-58.500871,3,2,1,68,64,120000,1875
457,-34.678978,-58.452118,3,2,2,106,96,192900,2009.375
458,-34.682993,-58.463562,3,2,1,49,50,64000,1280
459,-34.572672,-58.484426,4,3,2,88,85,318000,3741.17647058824
460,-34.579491,-58.4756,2,1,1,60,30,174000,5800
461,-34.567486,-58.478312,2,1,1,58,48,170000,3541.66666666667
462,-34.5783045564,-58.4843162349,2,1,1,50,44,220000,5000
463,-34.579491,-58.4756,3,2,1,54,35,157354,4495.82857142857
464,-34.575889,-58.469909,3,2,1,60,43,103000,2395.3488372093
465,-34.517717,-58.493467,3,2,2,131,75,270000,3600
466,-34.503664,-58.481232,3,2,1,50,48,178000,3708.33333333333
467,-34.759705,-58.404011,2,1,1,56,56,125000,2232.14285714286
468,-34.765446,-58.396471,2,1,1,45,45,109000,2422.22222222222
469,-34.586663,-58.591966,2,1,1,47,43,87500,2034.88372093023
470,-34.62974,-58.398495,2,1,1,42,32,70000,2187.5
471,-34.645568,-58.469529,1,1,1,61,27,89000,3296.2962962963
472,-34.607818,-58.431108,3,2,1,66,56,170000,3035.71428571429
473,-34.609088,-58.427568,2,1,1,48,41,108286,2641.12195121951
474,-34.573712,-58.539626,2,1,1,42,40,87000,2175
475,-34.609257,-58.477909,2,1,1,46,42,99900,2378.57142857143
476,-34.599358,-58.370822,1,1,1,34,33,84500,2560.60606060606
477,-34.6254859,-58.4559382,4,,,80,79,142000,1797.46835443038
478,-34.4393338396,-58.7989625791,1,,1,35,35,65000,1857.14285714286
479,-34.4033771829,-58.648950646,3,,1,82,63,169000,2682.53968253968
480,-34.4247764291,-58.5931770754,3,,2,67,59,160000,2711.86440677966
481,-34.3908751,-58.6420805,2,,1,,49,155000,3163.26530612245
482,-34.401963,-58.650123,3,,1,116,77,230000,2987.01298701299
483,-34.395573,-58.650219,3,,2,90,79,270000,3417.72151898734
484,-34.619926,-58.4596992,4,,,94,80,142000,1775
485,-34.7140255,-58.3927221,5,,1,120,78,80000,1025.64102564103
486,-34.6612965411,-58.6231388077,2,,1,38,38,40000,1052.63157894737
487,-34.6528526356,-58.6420193207,1,,1,30,30,44000,1466.66666666667
488,-34.5437504,-58.4621991,1,,1,38,33,120000,3636.36363636364
489,-34.5441733,-58.460996,2,,1,58,51,235000,4607.8431372549
490,-34.5627255,-58.4697048,3,,2,65,59,198000,3355.93220338983
491,-34.5534617,-58.4663417,2,,1,40,35,120000,3428.57142857143
492,-34.5524980548,-58.4594830663,3,,2,78,68,295000,4338.23529411765
493,-34.6027265,-58.4147502,2,,1,44,44,149500,3397.72727272727
494,-34.5869036,-58.414676,3,,1,72,70,220000,3142.85714285714
495,-34.595615,-58.4229593,1,,1,47,38,157800,4152.63157894737
496,-34.590574,-58.4153221,2,,1,44,39,130000,3333.33333333333
497,-34.5738158,-58.4373387,1,,1,40,40,115000,2875
498,-34.5685394,-58.43147,2,,1,32,27,110000,4074.07407407407
499,-34.5809309,-58.4135527,2,,1,70,60,370000,6166.66666666667
500,-34.5857698,-58.414967,2,,,42,42,100000,2380.95238095238
501,-34.5809309,-58.4135527,2,,1,70,60,370000,6166.66666666667
502,-34.5773304,-58.4224193,1,,1,29,29,100000,3448.27586206897
503,-34.5829628,-58.4038029,3,,2,160,146,520000,3561.64383561644
504,-34.5766776,-58.4233192,3,,1,60,60,260000,4333.33333333333
505,-34.5822551,-58.4417121,3,,1,79,68,305000,4485.29411764706
506,-34.5881722,-58.420532,4,,2,98,98,260000,2653.0612244898
507,-34.5809309,-58.4135527,2,,1,70,60,370000,6166.66666666667
508,-34.7296467,-58.2333843,2,,,40,40,55000,1375
509,-34.742705,-58.2577107,3,,,81,81,80000,987.654320987654
510,-34.7434476,-58.2446782,4,,,54,54,75000,1388.88888888889
511,-34.7373758,-58.2403815,3,,,69,69,80000,1159.42028985507
512,-34.7373758,-58.2403815,2,,,73,73,70000,958.904109589041
513,-34.5655629,-58.461997,5,,6,276,249,1100000,4417.67068273092
514,-34.5626898,-58.4564378,5,,2,180,165,420000,2545.45454545455
515,-34.5711345,-58.4441008,2,,1,60,55,144900,2634.54545454545
516,-34.5543989,-58.4494032,2,,1,89,59,285000,4830.50847457627
517,-34.5592675,-58.4459205,2,,1,56,50,260000,5200
518,-34.5627255,-58.4697048,3,,2,65,59,198000,3355.93220338983
519,-34.5543936,-58.4618015,4,,2,207,114,398000,3491.22807017544
520,-34.559804,-58.449174,2,,1,45,45,124999,2777.75555555556
523,-34.6036825,-58.4605315,2,,1,51,46,129000,2804.34782608696
524,-34.6038134,-58.4608389,2,,1,50,45,133000,2955.55555555556
525,-34.5885343127,-58.4011370778,2,,1,43,40,157500,3937.5
526,-34.5963887,-58.4083794,3,,1,70,60,192000,3200
527,-34.6111885,-58.4031884,3,,1,56,56,117000,2089.28571428571
528,-34.6168125124,-58.4587296732,,3,3,146,125,378000,3024
529,-34.6097091199,-58.4436866037,2,,1,60,51,191911,3762.96078431373
530,-34.6159245,-58.4406027,2,,1,40,40,108000,2700
531,-34.6308794,-58.4523617,3,,2,81,69,289000,4188.40579710145
532,-34.6074654,-58.4560865,3,,2,131,54,250000,4629.62962962963
533,-34.6219821,-58.3790219,3,,1,71,61,149000,2442.62295081967
534,-34.6436312,-58.5661978,3,,1,,47,155000,3297.87234042553
535,-34.6396632,-58.5669484,3,,1,,65,115000,1769.23076923077
536,-34.6549073,-58.5536355,1,,1,26,26,69000,2653.84615384615
537,-34.4639911,-58.5290856,4,,3,,120,349000,2908.33333333333
538,-34.5972374,-58.3855297,2,,1,62,60,168000,2800
539,-34.5963887,-58.4083794,3,,1,70,60,192000,3200
540,-34.5934918,-58.3955552,3,,1,93,85,340000,4000
541,-34.5956581,-58.3885906,1,,1,30,30,83000,2766.66666666667
542,-34.5904175,-58.4136889,3,,2,126,78,295000,3782.05128205128
543,-34.4422984,-58.5596624,2,,1,66,50,135000,2700
544,-34.6062421,-58.3834928,7,,2,174,174,230000,1321.83908045977
545,-34.599988,-58.37414,4,,2,70,70,165000,2357.14285714286
546,-34.6016994,-58.4408868,3,,1,60,57,168000,2947.36842105263
547,-34.6025578,-58.4243899,1,,1,,35,95000,2714.28571428571
548,-34.5960619,-58.4339894,2,,1,78,78,185000,2371.79487179487
549,-34.616987,-58.3615837,2,,1,64,60,345000,5750
550,-34.6156962296,-58.3628199656,2,,1,57,57,230000,4035.08771929825
551,-34.6112439,-58.3605458,2,,1,79,75,518000,6906.66666666667
552,-34.5817366,-58.4739813,4,,2,100,80,300000,3750
553,-34.5627255,-58.4697048,3,,2,65,59,198000,3355.93220338983
554,-34.572698,-58.4843653,3,,1,59,56,200000,3571.42857142857
555,-34.527967,-58.4938911,3,,1,59,59,168000,2847.45762711864
556,-34.5055355797,-58.4806238665,3,,1,86,80,239000,2987.5
557,-34.7606066,-58.391163,2,,1,,35,93500,2671.42857142857
558,-34.596677118,-58.5383456693,1,,1,37,32,58999,1843.71875
559,-34.5966351677,-58.5383778558,3,,1,62,59,111999,1898.28813559322
560,-34.6056347,-58.5683679,2,,1,,52,100000,1923.07692307692
561,-34.5967279,-58.5384315,2,,1,51,46,78999,1717.36956521739
562,-34.5871953,-58.5010761,2,,1,45,41,125000,3048.78048780488
563,-34.826974,-58.4638778,3,,1,102,102,158000,1549.01960784314
564,-34.61022949,-58.40552902,,,,40,40,65000,1625
565,-34.7040315,-58.391269,,1,1,60,53,95000,1792.45283018868
566,-34.5615125,-58.46394,,2,2,,90,310000,3444.44444444444
572,-34.6009695076,-58.3962300267,,,1,28,28,83000,2964.28571428571
573,-34.6329871765,-58.445846165,,3,2,89,84,290000,3452.38095238095
574,-34.57501221,-58.44208908,,,1,33,29,98000,3379.31034482759
575,-34.59926605,-58.40230942,,,,47,44,130000,2954.54545454545
576,-34.5926188,-58.4016845,,,1,83,40,120000,3000
577,-34.6329871765,-58.445846165,,3,2,89,84,290000,3452.38095238095
578,-34.5367409491,-58.5758390479,,1,1,40,40,58000,1450
579,-34.609599,-58.400638,1,1,1,38,35,114000,3257.14285714286
580,-34.41226196,-58.85109711,1,,1,58,37,100000,2702.7027027027
581,-34.443586,-58.922568,1,1,1,47,39,65000,1666.66666666667
582,-34.4331419,-58.583538,1,,1,48,45,98000,2177.77777777778
583,-34.3951582967,-58.6501584529,1,,1,72,50,169000,3380
584,-34.3951582967,-58.6501584529,1,,1,72,50,169000,3380
585,-34.60399,-58.41237,1,,1,28,28,99800,3564.28571428571
586,-34.893274,-58.510634,1,1,1,37,31,91642,2956.1935483871
587,-34.6250845,-58.4578117,1,1,1,39,34,114500,3367.64705882353
588,-34.5486315,-58.4673919,1,,1,29,26,99000,3807.69230769231
589,-34.5493342,-58.4543951,1,,1,36,36,135000,3750
590,-34.6189451,-58.4170215,1,,1,39,32,89000,2781.25
591,-34.60399,-58.41237,1,,1,28,28,99800,3564.28571428571
592,-34.613858,-58.429517,1,,1,,47,129000,2744.68085106383
593,-34.3483257,-58.7984489,1,,1,34,34,65000,1911.76470588235
594,-34.5854857,-58.4436395,1,0,1,42,38,120000,3157.89473684211
595,-34.5658073,-58.4369318,1,,1,35,35,125000,3571.42857142857
596,-34.597676,-58.415846,1,1,1,33,33,90500,2742.42424242424
597,-34.5869283,-58.4190061,1,1,1,26,26,90500,3480.76923076923
598,-34.5914528,-58.4346788,1,,1,38,34,128500,3779.41176470588
599,-34.590619,-58.4141335,1,1,1,35,30,125000,4166.66666666667
600,-34.5914528,-58.4346788,1,,1,38,34,130000,3823.52941176471
601,-34.5658073,-58.4369318,1,,1,35,35,125000,3571.42857142857
602,-34.595029,-58.427233,1,1,1,46,46,149000,3239.13043478261
603,-34.5914528,-58.4346788,1,,1,38,34,128500,3779.41176470588
604,-34.5954193,-58.4213337,1,1,1,39,31,105000,3387.09677419355
605,-34.6396767,-58.369328,1,1,1,98,90,220000,2444.44444444444
606,-34.6396767,-58.369328,1,1,1,83,72,225000,3125
607,-34.6396767,-58.369328,1,1,1,108,97,250000,2577.31958762887
608,-34.5612854,-58.4661442,1,,1,38,35,130000,3714.28571428571
609,-34.567088,-58.472824,1,1,1,46,42,143000,3404.7619047619
610,-34.553921,-58.449835,1,1,1,52,52,241500,4644.23076923077
611,-34.611837,-58.395984,1,0,1,40,38,87000,2289.47368421053
612,-34.6399169,-58.4779152,1,,1,38,34,78000,2294.11764705882
613,-34.6159166,-58.4957593,1,,1,58,28,115000,4107.14285714286
616,-34.596827,-58.3930846,1,,1,60,45,203788,4528.62222222222
617,-34.596827,-58.3930846,1,,1,62,46,211011,4587.19565217391
618,-34.5955870465,-58.3927716582,1,1,1,54,45,194400,4320
619,-34.5871488,-58.3951879,1,1,1,30,30,89000,2966.66666666667
620,-34.6148358,-58.4605953,1,1,1,42,38,105000,2763.15789473684
621,-34.6210669,-58.434946,1,1,1,50,47,210000,4468.08510638298
622,-34.613858,-58.429517,1,,1,,47,129000,2744.68085106383
623,-34.590195,-58.44902,1,1,1,34,31,90000,2903.22580645161
624,-34.648423,-58.5005543,1,,1,34,34,78000,2294.11764705882
625,-34.625236,-58.3789481,1,,1,38,35,95266,2721.88571428571
626,-34.625236,-58.3789481,1,,1,35,32,85178,2661.8125
627,-34.625236,-58.3789481,1,,1,34,31,93989,3031.90322580645
628,-34.625236,-58.3789481,1,,1,34,31,95832,3091.35483870968
629,-34.625236,-58.3789481,1,,1,34,31,88372,2850.70967741935
630,-34.625236,-58.3789481,1,,1,34,31,93374,3012.06451612903
631,-34.625236,-58.3789481,1,,1,34,31,83370,2689.35483870968
632,-34.625236,-58.3789481,1,,1,35,32,92479,2889.96875
633,-34.625236,-58.3789481,1,,1,35,32,87341,2729.40625
634,-34.625236,-58.3789481,1,,1,34,31,95832,3091.35483870968
635,-34.625236,-58.3789481,1,,1,35,32,98428,3075.875
636,-34.625236,-58.3789481,1,,1,38,35,91602,2617.2
637,-34.625236,-58.3789481,1,,1,38,35,98930,2826.57142857143
638,-34.625236,-58.3789481,1,,1,34,31,90040,2904.51612903226
639,-34.625236,-58.3789481,1,,1,35,32,90766,2836.4375
640,-34.625236,-58.3789481,1,,1,34,31,90040,2904.51612903226
641,-34.625236,-58.3789481,1,,1,34,31,91707,2958.29032258065
642,-34.625236,-58.3789481,1,,1,34,31,99518,3210.25806451613
643,-34.625236,-58.3789481,1,,1,34,31,99518,3210.25806451613
644,-34.625236,-58.3789481,1,,1,34,31,93374,3012.06451612903
645,-34.625236,-58.3789481,1,,1,34,31,88372,2850.70967741935
646,-34.625236,-58.3789481,1,,1,38,35,84274,2407.82857142857
647,-34.625236,-58.3789481,1,,1,35,32,94192,2943.5
648,-34.625236,-58.3789481,1,,1,35,32,89054,2782.9375
649,-34.625236,-58.3789481,1,,1,34,31,101360,3269.67741935484
650,-34.625236,-58.3789481,1,,1,38,35,86106,2460.17142857143
651,-34.625236,-58.3789481,1,,1,38,35,89770,2564.85714285714
652,-34.625236,-58.3789481,1,,1,38,35,97098,2774.22857142857
653,-34.625236,-58.3789481,1,,1,35,32,102214,3194.1875
654,-34.625236,-58.3789481,1,,1,34,31,93989,3031.90322580645
655,-34.625236,-58.3789481,1,,1,38,35,100762,2878.91428571429
656,-34.625236,-58.3789481,1,,1,34,31,101360,3269.67741935484
657,-34.625236,-58.3789481,1,,1,35,28,94474,3374.07142857143
658,-34.625236,-58.3789481,1,,1,34,31,97675,3150.8064516129
659,-34.625236,-58.3789481,1,,1,35,32,85037,2657.40625
660,-34.625236,-58.3789481,1,,1,35,32,90857,2839.28125
661,-34.625236,-58.3789481,1,,1,34,31,92146,2972.45161290323
662,-34.625236,-58.3789481,1,,1,34,31,91707,2958.29032258065
663,-34.625236,-58.3789481,1,,1,34,31,86705,2796.93548387097
664,-34.625236,-58.3789481,1,,1,34,31,86705,2796.93548387097
665,-34.625236,-58.3789481,1,,1,35,32,95904,2997
666,-34.625236,-58.3789481,1,,1,38,35,91602,2617.2
667,-34.625236,-58.3789481,1,,1,35,29,97192,3351.44827586207
668,-34.625236,-58.3789481,1,,1,35,32,100321,3135.03125
669,-34.625236,-58.3789481,1,,1,35,32,85629,2675.90625
670,-34.625236,-58.3789481,1,,1,35,32,83916,2622.375
671,-34.625236,-58.3789481,1,,1,35,32,104106,3253.3125
672,-34.625236,-58.3789481,1,,1,34,31,81703,2635.58064516129
673,-34.625236,-58.3789481,1,,1,38,35,95809,2737.4
674,-34.625236,-58.3789481,1,,1,35,32,96535,3016.71875
675,-34.625236,-58.3789481,1,,1,35,32,94642,2957.5625
676,-34.625236,-58.3789481,1,,1,35,28,94474,3374.07142857143
677,-34.66107559,-58.36697388,1,,1,38,38,71000,1868.42105263158
678,-34.5737927,-58.4500213,1,,1,42,36,155000,4305.55555555556
679,-34.5828478,-58.4481669,1,,1,48,43,141000,3279.06976744186
680,-34.5828478,-58.4481669,1,,1,48,43,141000,3279.06976744186
681,-34.46999741,-58.5173378,1,,1,45,45,120000,2666.66666666667
682,-34.5458484,-58.7024957,1,0,1,32,32,55000,1718.75
683,-34.5458484,-58.7024957,1,0,1,32,32,55000,1718.75
684,-34.5358141,-58.7175704,1,1,1,32,32,40000,1250
685,-34.5631928,-58.4398097,1,1,1,48,44,159000,3613.63636363636
686,-34.6037348,-58.3783789,1,,1,30,30,110000,3666.66666666667
687,-34.5995352,-58.4302201,1,0,1,27,27,75000,2777.77777777778
688,-34.6040284,-58.4556458,1,1,1,45,43,116000,2697.67441860465
689,-34.605393,-58.4510083,1,1,1,28,28,85000,3035.71428571429
690,-34.566667,-58.486819,1,1,1,31,30,89900,2996.66666666667
691,-34.607847,-58.562946,1,1,1,41,38,65000,1710.52631578947
692,-34.6304745667,-58.4413287688,1,,1,36,33,95000,2878.78787878788
693,-34.5992254,-58.4827417,1,,1,50,50,120000,2400
694,-34.6399169,-58.4779152,1,,1,38,34,78000,2294.11764705882
695,-34.5807783,-58.5058262,1,,1,41,29,135300,4665.51724137931
696,-34.56555939,-58.54795456,1,,1,52,52,100000,1923.07692307692
697,-34.6210187,-58.4185495,2,1,1,52,49,170000,3469.38775510204
698,-34.4282487393,-58.8352668772,2,1,1,65,55,140000,2545.45454545455
699,-34.4465395,-58.8416384,2,,1,77,54,95000,1759.25925925926
700,-34.4226356019,-58.6596708032,2,,1,56,46,128000,2782.60869565217
701,-34.400569,-58.649407,2,1,2,55,51,170565,3344.41176470588
702,-34.3943297,-58.6452402,2,,1,160,80,293000,3662.5
703,-34.4468468,-58.6326002,2,,1,60,60,120000,2000
704,-34.4234185396,-58.6595394947,2,,1,64,50,152000,3040
705,-34.400569,-58.649407,2,1,1,93,56,216862,3872.53571428571
706,-34.4226356019,-58.6596708032,2,,1,56,46,128000,2782.60869565217
707,-34.4252671,-58.5704497,2,1,1,47,42,118000,2809.52380952381
708,-34.400569,-58.649407,2,1,2,63,59,190333,3225.98305084746
709,-34.400569,-58.649407,2,1,2,54,49,177456,3621.55102040816
710,-34.400569,-58.649407,2,1,1,55,51,170565,3344.41176470588
711,-34.893274,-58.510634,2,1,1,735,50,129346,2586.92
712,-34.888555,-58.509245,2,1,1,49,44,115000,2613.63636363636
713,-34.889867,-58.507538,2,1,,53,44,90168,2049.27272727273
714,-34.889867,-58.507538,2,1,,60,44,98297,2234.02272727273
715,-34.888555,-58.509245,2,1,1,77,66,125000,1893.93939393939
716,-34.6305352,-58.4601702,2,,1,48,36,89000,2472.22222222222
717,-34.624569,-58.460334,2,1,1,56,50,130000,2600
718,-34.6310571711,-58.4692861683,2,1,1,53,50,97000,1940
719,-34.6250845,-58.4578117,2,1,2,55,45,180000,4000
720,-34.6250845,-58.4578117,2,1,2,55,45,170052,3778.93333333333
721,-34.6250845,-58.4578117,2,1,2,55,45,162400,3608.88888888889
722,-34.7086022,-58.3815749,2,,1,,47,86000,1829.78723404255
723,-34.641501,-58.737453,2,1,1,83,83,72000,867.469879518072
724,-34.6506224,-58.616189,2,1,1,64,43,89000,2069.76744186047
725,-34.6440676,-58.5956428,2,,1,45,45,115000,2555.55555555556
726,-34.6272914,-58.5962017,2,,1,60,60,90000,1500
727,-34.6415232,-58.6334268,2,1,1,85,75,95000,1266.66666666667
728,-34.6415232,-58.6334268,2,1,1,85,75,105000,1400
729,-34.6440676,-58.5956428,2,,2,45,45,115000,2555.55555555556
730,-34.64152145,-58.63342667,2,,1,85,85,110000,1294.11764705882
731,-34.552812,-58.46259,2,1,1,38,38,128000,3368.42105263158
732,-34.639497,-58.433419,2,,,32,32,75000,2343.75
733,-34.6048799,-58.4212003,2,,1,36,33,105000,3181.81818181818
734,-34.6036706,-58.4179781,2,,1,52,50,123000,2460
735,-34.6052647,-58.4245794,2,1,1,45,35,109000,3114.28571428571
736,-34.6215308,-58.4237151,2,,1,47,45,129000,2866.66666666667
737,-34.607177,-58.416505,2,1,1,42,39,98000,2512.82051282051
738,-34.5920819,-58.41047,2,,1,45,45,180000,4000
739,-34.5876845,-58.4268324,2,,1,36,36,95000,2638.88888888889
740,-34.5845449,-58.4118067,2,,1,,55,245000,4454.54545454545
741,-34.591269,-58.403778,2,,,29,26,84900,3265.38461538462
742,-34.5857973435,-58.438271449,2,1,1,60,56,189000,3375
743,-34.575072,-58.438708,2,1,1,187,85,368000,4329.41176470588
744,-34.5828447716,-58.4140874791,2,1,2,59,53,195000,3679.24528301887
745,-34.574135,-58.4393464,2,,1,34,33,109000,3303.0303030303
746,-34.6382732,-58.3709152,2,1,1,48,43,130000,3023.25581395349
747,-34.6352327158,-58.3691336962,2,1,1,59,44,160000,3636.36363636364
748,-34.6352327158,-58.3691336962,2,1,1,51,44,140000,3181.81818181818
749,-34.6357285,-58.3710275,2,1,1,59,44,160000,3636.36363636364
750,-34.553921,-58.449835,2,1,1,63,63,314200,4987.30158730159
751,-34.553599,-58.4540259,2,,1,120,50,220000,4400
752,-34.5631106,-58.4679507,2,1,1,50,47,144500,3074.46808510638
753,-34.5544335,-58.449415,2,,1,89,58,275000,4741.37931034483
754,-34.574135,-58.4393464,2,,1,34,33,109000,3303.0303030303
755,-34.5659105756,-58.4538417005,2,1,2,62,62,177000,2854.83870967742
756,-34.615622923,-58.3910004757,2,,1,97,53,165000,3113.20754716981
757,-34.632198,-58.48521,2,1,1,60,60,99000,1650
759,-34.596827,-58.3930846,2,1,1,81,51,305000,5980.39215686274
760,-34.5955870465,-58.3927716582,2,1,2,59,53,302797,5713.15094339623
761,-34.596827,-58.3930846,2,1,1,74,46,276404,6008.78260869565
