ogc_fid,lat,lon,rooms,bedrooms,bathrooms,surface_to,surface_co,price,pm2
28893,-34.58919,-58.42399,2,1,1,42,42,121600,2895.2380952381
28894,-34.5856837,-58.3889669,3,1,1,69,68,240000,3529.41176470588
28895,-34.5816987,-58.4335472,1,1,1,53,40,178000,4450
28896,-34.5814581372,-58.4377820737,2,1,2,77,58,295000,5086.20689655172
28897,-34.5849285834,-58.411457313,2,1,1,38,38,110000,2894.73684210526
28898,-34.5814642,-58.4264066,2,1,1,45,45,139000,3088.88888888889
28899,-34.5883836531,-58.4067634636,2,1,1,47,40,210000,5250
28900,-34.7188109,-58.2920007,1,1,1,34,30,55000,1833.33333333333
28901,-34.7146644,-58.2704466,1,1,1,92,66,110000,1666.66666666667
28902,-34.558527,-58.463813,2,1,1,36,36,103000,2861.11111111111
28903,-34.5545336,-58.4370672,1,1,1,53,53,265000,5000
28904,-34.5616956448,-58.4560855852,2,1,1,46,46,120000,2608.69565217391
28905,-34.5629294,-58.4435966,2,1,1,41,41,130000,3170.73170731707
28906,-34.6280277,-58.4776577,2,1,1,33,30,70000,2333.33333333333
28907,-34.6236259,-58.4860781,,1,1,,35,85000,2428.57142857143
28909,-34.593422,-58.399294,2,1,1,28,28,86000,3071.42857142857
28910,-34.5877697,-58.395297,1,1,1,30,30,110000,3666.66666666667
28911,-34.5849087571,-58.4114720194,2,1,1,38,38,110000,2894.73684210526
28912,-34.5885765551,-58.40705296,2,1,1,47,40,210000,5250
28913,-34.5954215,-58.3932573,2,1,1,56,50,215000,4300
28914,-34.5958488303,-58.3953045067,2,1,1,64,50,160000,3200
28915,-34.5856749,-58.405885,2,1,1,47,44,200000,4545.45454545455
28916,-34.6159597,-58.4374571,2,1,1,45,40,95000,2375
28917,-34.6161023,-58.4388455,2,1,1,45,45,113900,2531.11111111111
28918,-34.612426,-58.440514,2,1,1,47,47,123900,2636.17021276596
28919,-34.6165132415,-58.3730015847,2,1,1,48,44,110000,2500
28920,-34.6246755,-58.3677756,2,1,1,45,45,120000,2666.66666666667
28921,-34.5738374,-58.4423951,1,1,1,45,45,153500,3411.11111111111
28922,-34.4705459593,-58.5553464595,2,1,1,125,55,198000,3600
28923,-34.47149,-58.523322,2,1,1,40,38,129000,3394.73684210526
28924,-34.5523439,-58.6982213,2,1,1,45,45,50000,1111.11111111111
28925,-34.806008849,-58.151729277,2,1,2,90,90,260000,2888.88888888889
28926,-34.758086,-58.21717,2,1,1,57,50,97000,1940
28927,-34.594753,-58.413854,2,1,1,49,47,159500,3393.6170212766
28928,-34.5974727,-58.4029641,2,1,,30,30,98000,3266.66666666667
28929,-34.5862122212,-58.4025185455,2,1,1,31,31,89000,2870.96774193548
28930,-34.5849352558,-58.4114398329,2,1,1,38,38,110000,2894.73684210526
28931,-34.5924365,-58.4028142,2,1,1,36,36,125000,3472.22222222222
28932,-34.5885478321,-58.4070302813,2,1,1,47,40,210000,5250
28933,-34.596566,-58.4033502,1,1,1,45,45,165000,3666.66666666667
28934,-34.5860368,-58.4027337,2,1,1,40,38,125000,3289.47368421053
28935,-34.5696182,-58.4333401,1,1,1,37,37,152000,4108.10810810811
28936,-34.6318431,-58.3824981,2,1,1,50,50,72000,1440
28937,-34.6254393,-58.4160058,2,1,1,55,43,92000,2139.53488372093
28938,-34.5670098,-58.4814754,2,1,1,51,47,105000,2234.04255319149
28939,-34.570884,-58.4886936,1,1,1,41,34,96700,2844.11764705882
28940,-34.571663,-58.495308,2,1,1,75,54,165000,3055.55555555556
28941,-34.498497,-58.488398,2,1,2,58,54,169500,3138.88888888889
28942,-34.5360125,-58.47895,1,1,1,41,39,135000,3461.53846153846
28943,-34.6108347,-58.5630353,2,1,1,59,54,130000,2407.40740740741
28944,-34.586663,-58.591966,2,1,1,48,44,98000,2227.27272727273
28945,-34.6035906,-58.4881508,2,1,1,80,55,175000,3181.81818181818
28946,-34.5983559815,-58.4864160418,2,1,1,38,37,135000,3648.64864864865
28947,-34.6052048,-58.4868765,2,1,1,45,45,114750,2550
28948,-34.6052048,-58.4868765,2,1,1,52,47,135200,2876.59574468085
28949,-34.5692823,-58.5472098,2,1,1,120,70,70000,1000
28950,-34.6108538,-58.4715637,2,1,2,51,47,165000,3510.63829787234
28951,-34.6108538,-58.4715637,2,1,2,51,47,145000,3085.10638297872
28952,-34.6182086,-58.4741288,1,1,1,28,28,69000,2464.28571428571
28953,-34.6043473,-58.4037079,3,2,1,74,68,135000,1985.29411764706
28954,-34.396441,-58.6466759,3,2,2,112,112,335000,2991.07142857143
28955,-34.6225388,-58.4617285,3,2,2,87,83,240000,2891.56626506024
28956,-34.630644,-58.4715964,3,2,2,82,58,133000,2293.10344827586
28957,-34.6170048,-58.4627069,3,2,1,82,74,199000,2689.18918918919
28958,-34.641106,-58.60314,3,2,1,51,51,64000,1254.90196078431
28959,-34.556509,-58.464973,3,2,2,75,68,298000,4382.35294117647
28960,-34.555226,-58.458255,3,2,2,83,77,495000,6428.57142857143
28961,-34.594949,-58.379395,3,2,2,116,112,320000,2857.14285714286
28962,-34.5947257,-58.3793516,3,2,2,116,112,320000,2857.14285714286
28963,-34.6190486,-58.4272628,4,2,2,124,114,340000,2982.45614035088
28964,-34.603809,-58.427137,3,2,1,46,46,119000,2586.95652173913
28965,-34.599922,-58.413742,3,2,1,73,68,145000,2132.35294117647
28966,-34.60305,-58.43784,3,2,1,64,61,133000,2180.32786885246
28967,-34.6052647,-58.4245794,3,2,1,45,35,105000,3000
28968,-34.620395,-58.426238,3,2,2,70,66,179500,2719.69696969697
28969,-34.5899668,-58.4224198,3,2,1,58,58,158000,2724.13793103448
28970,-34.5905088,-58.4222996,3,2,2,184,100,295000,2950
28971,-34.58452,-58.442274,3,2,1,128,75,273734,3649.78666666667
28972,-34.5719876945,-58.4296007231,3,2,3,79,79,310000,3924.05063291139
28973,-34.5830008,-58.4049005,3,2,2,118,108,395000,3657.40740740741
28974,-34.5769521,-58.4317376,3,2,1,75,64,250000,3906.25
28975,-34.5829000121,-58.4441902054,3,2,2,93,87,398500,4580.45977011494
28976,-34.59893,-58.41341,3,2,1,58,55,150000,2727.27272727273
28977,-34.5905277,-58.4198356,3,2,2,82,65,335000,5153.84615384615
28978,-34.5828994589,-58.4442514055,3,2,2,93,87,398500,4580.45977011494
28979,-34.5563464,-58.4670983,3,2,1,45,45,150000,3333.33333333333
28980,-34.5682513,-58.444721,3,2,2,85,77,258000,3350.64935064935
28981,-34.5582882715,-58.4415159243,3,2,1,82,71,235000,3309.85915492958
28982,-34.560477,-58.442988,3,2,1,90,75,285000,3800
28983,-34.562059,-58.4484371,4,2,2,92,86,330000,3837.20930232558
28984,-34.563385,-58.4385796,3,2,2,89,89,446000,5011.23595505618
28985,-34.563387,-58.4422409,3,2,1,62,59,195000,3305.08474576271
28986,-34.6338897,-58.4891525,3,2,1,,65,124000,1907.69230769231
28988,-34.6019480572,-58.4671645693,3,2,1,65,65,129000,1984.61538461538
28989,-34.587386,-58.406043,3,2,1,60,55,175000,3181.81818181818
28990,-34.591531,-58.391342,3,2,2,122,118,450000,3813.5593220339
28991,-34.5843202,-58.4401487,3,2,,58,54,165000,3055.55555555556
28992,-34.5934116488,-58.4125153926,3,2,1,85,70,225000,3214.28571428571
28993,-34.5963103319,-58.3883297812,,2,,138,74,350000,4729.72972972973
28994,-34.5909164,-58.4063192,3,2,2,126,118,340000,2881.35593220339
28995,-34.5940123485,-58.3931840963,3,2,1,68,68,265000,3897.05882352941
28996,-34.5941386245,-58.3933295576,3,2,1,68,68,225000,3308.82352941176
28997,-34.5940123485,-58.3931840963,3,2,1,68,68,265000,3897.05882352941
28998,-34.5946980475,-58.4026528074,3,2,2,82,79,242000,3063.29113924051
28999,-34.5981787,-58.3863517,4,2,1,100,100,320000,3200
29000,-34.6128166,-58.3962603,3,2,1,68,62,130000,2096.77419354839
29001,-34.617511,-58.396136,3,2,1,76,76,139000,1828.94736842105
29002,-34.6061145,-58.4302215,3,2,1,68,68,148000,2176.47058823529
29003,-34.624618,-58.3782763,3,2,1,85,85,140000,1647.05882352941
29004,-34.6232819,-58.3756682,3,2,1,74,74,140000,1891.89189189189
29005,-34.6161424,-58.3730445,3,2,1,58,54,118000,2185.18518518519
29006,-34.6166754458,-58.371806773,3,2,1,44,44,99000,2250
29007,-34.6211839,-58.3731163,3,2,2,105,79,380000,4810.12658227848
29008,-34.6710117244,-58.3501725427,3,2,2,138,53,115000,2169.81132075472
29009,-34.586916,-58.4525821,3,2,1,104,70,215000,3071.42857142857
29010,-34.5764143,-58.461835,3,2,2,65,65,197000,3030.76923076923
29011,-34.6414695311,-58.513353254,3,2,2,103,103,370000,3592.23300970874
29012,-34.6342648,-58.5053166,3,2,1,74,71,128000,1802.81690140845
29013,-34.758086,-58.21717,2,2,1,92,82,155000,1890.24390243902
29014,-34.5939266582,-58.3932008116,3,2,1,68,68,225000,3308.82352941176
29015,-34.598362,-58.415341,3,2,1,83,80,240000,3000
29016,-34.5830008,-58.4049005,3,2,2,118,108,395000,3657.40740740741
29017,-34.5942475,-58.379774,3,2,1,64,64,210000,3281.25
29018,-34.5939973137,-58.3932008116,3,2,1,68,68,265000,3897.05882352941
29019,-34.563385,-58.4385796,3,2,2,89,89,446000,5011.23595505618
29020,-34.4440495,-58.5394357,3,2,1,80,80,375000,4687.5
29021,-34.6057154,-58.3791376,3,2,1,86,67,143000,2134.32835820896
29022,-34.593128,-58.442407,3,2,1,51,51,96000,1882.35294117647
29023,-34.60662,-58.4304928,3,2,2,77,67,235500,3514.92537313433
29024,-34.5958333748,-58.4421452465,3,2,1,75,55,149000,2709.09090909091
29025,-34.602408,-58.515634,3,2,1,52,48,121000,2520.83333333333
29026,-34.6033637189,-58.5078649148,3,2,1,47,47,137500,2925.53191489362
29027,-34.5739206165,-58.4787451965,3,2,2,60,56,175000,3125
29028,-34.498497,-58.488398,3,2,2,58,54,169500,3138.88888888889
29029,-34.505755,-58.482266,3,2,2,89,83,435000,5240.96385542169
29030,-34.517786,-58.487398,2,2,1,84,74,243000,3283.78378378378
29031,-34.6032196,-58.4949199,3,2,1,60,60,137000,2283.33333333333
29032,-34.6036927,-58.4682002,3,2,1,51,51,149900,2939.21568627451
29033,-34.6025316,-58.4372353,3,2,2,79,70,269000,3842.85714285714
29034,-34.8226114,-58.4694981,3,2,2,59,56,119900,2141.07142857143
29035,-34.567062,-58.543246,3,2,1,67,63,143000,2269.84126984127
29036,-34.6086249,-58.3906817,3,2,1,46,46,85000,1847.82608695652
29037,-34.5487778,-58.4699558,4,3,3,215,140,760000,5428.57142857143
29038,-34.5487778,-58.4699558,4,3,3,215,140,800000,5714.28571428571
29039,-34.5479263,-58.4562118,4,3,4,213,213,1250000,5868.54460093897
29040,-34.6034499,-58.4319902,4,3,2,94,90,230000,2555.55555555556
29041,-34.6132959,-58.4204344,4,3,1,72,67,172000,2567.16417910448
29042,-34.5792579,-58.4060417,4,3,2,232,232,850000,3663.79310344828
29043,-34.58452,-58.442274,4,3,2,171,110,469000,4263.63636363636
29044,-34.5879493,-58.4176104,4,3,2,71,62,195000,3145.16129032258
29045,-34.5835278,-58.4062846,4,3,4,286,286,1790000,6258.74125874126
29046,-34.5979343,-58.4158336,4,3,2,99,95,210000,2210.52631578947
29047,-34.58452,-58.442274,4,3,2,171,110,429000,3900
29048,-34.582997,-58.419413,4,3,1,62,67,265000,3955.22388059702
29049,-34.56971,-58.451904,4,3,3,93,85,360000,4235.29411764706
29050,-34.577178,-58.4672057,4,3,3,156,125,465000,3720
29051,-34.565527,-58.44084,4,3,1,76,76,249000,3276.31578947368
29052,-34.570732,-58.443117,4,3,2,142,137,399000,2912.40875912409
29053,-34.5868961358,-58.4070195525,4,3,3,115,107,260000,2429.90654205607
29054,-34.5933448,-58.404607,4,3,1,78,74,289000,3905.4054054054
29055,-34.5976421,-58.4032024,4,3,2,131,128,285000,2226.5625
29056,-34.6105933,-58.4102159,4,3,1,85,77,120000,1558.44155844156
29057,-34.6191303,-58.4354916,4,3,3,107,94,270000,2872.34042553192
29058,-34.4948079,-58.5164546,4,3,3,225,200,950000,4750
29059,-34.487798,-58.500844,4,3,2,118,111,295000,2657.65765765766
29060,-34.4773612,-58.4992702,4,3,3,225,200,950000,4750
29061,-34.6414695311,-58.513353254,4,3,2,147,147,625000,4251.70068027211
29062,-34.758086,-58.21717,4,3,2,212,142,320000,2253.52112676056
29063,-34.59686,-58.441828,4,3,2,100,90,230000,2555.55555555556
29064,-34.60721,-58.37074,4,3,2,103,97,220000,2268.0412371134
29065,-34.572106,-58.488211,4,3,1,89,84,220000,2619.04761904762
29066,-34.6094973,-58.5619931,4,3,2,77,77,175000,2272.72727272727
29067,-34.6359102,-58.4373115,4,3,1,90,90,230000,2555.55555555556
29068,-34.603636,-58.417767,4,4,3,358,170,799000,4700
29069,-34.603636,-58.417767,4,4,3,358,170,799000,4700
29070,-34.5949567,-58.4445077,5,4,1,95,87,179000,2057.47126436782
29071,-34.6037389,-58.3815704,6,4,2,188,188,800000,4255.31914893617
29072,-34.592418,-58.409718,5,4,3,148,117,339900,2905.12820512821
29073,-34.591254,-58.391048,7,4,2,211,205,600000,2926.82926829268
29074,-34.5972374,-58.3855297,5,4,3,156,151,410000,2715.23178807947
29075,-34.609156,-58.401901,5,4,2,162,154,268000,1740.25974025974
29076,-34.6043348225,-58.3900893916,5,4,2,106,100,200000,2000
29077,-34.6020213,-58.3648414,5,4,4,335,280,1500000,5357.14285714286
29078,-34.3996168834,-58.6513758353,,,1,64,64,192000,3000
29079,-34.63368607,-58.46369553,,,1,26,26,54000,2076.92307692308
29080,-34.6509349,-58.7831343,,1,1,32,27,50000,1851.85185185185
29081,-34.6358951627,-58.6047900333,,1,1,43,37,64000,1729.72972972973
29082,-34.6371616788,-58.5955467414,,1,1,41,41,72000,1756.09756097561
29083,-34.6124643513,-58.4316785303,,2,2,87,82,275000,3353.65853658537
29084,-34.6201223,-58.4262769,,,2,117,100,197000,1970
29085,-34.5636,-58.450812,,,2,88,79,285000,3607.59493670886
29087,-34.5994947,-58.4680872,,,1,34,34,65000,1911.76470588235
29088,-34.6124643513,-58.4316785303,,2,2,87,82,275000,3353.65853658537
29089,-34.6155475,-58.4302693,,,3,232,213,490000,2300.46948356808
29090,-34.6576373419,-58.5908143743,,1,1,52,40,80000,2000
29091,-34.6576373419,-58.5908143743,,1,1,83,48,90000,1875
29092,-34.6201082,-58.4035751,,,1,33,30,75516,2517.2
29093,-34.6201082,-58.4035751,,,1,60,49,140500,2867.34693877551
29094,-34.6201082,-58.4035751,,,1,33,30,77500,2583.33333333333
29095,-34.5981121,-58.5433717,,,1,42,39,85000,2179.48717948718
29096,-34.54914856,-58.55105209,,,1,38,35,120000,3428.57142857143
29097,-34.525536,-58.6938592,,,1,62,54,120000,2222.22222222222
29098,-34.629218,-58.367238,1,,,33,30,55000,1833.33333333333
29099,-34.45799255,-58.90942764,1,,1,48,48,79000,1645.83333333333
29100,-34.4282133418,-58.8402665141,1,,1,51,37,73000,1972.97297297297
29101,-34.4258121,-58.6568717,1,,1,34,34,98000,2882.35294117647
29102,-34.6041864,-58.4140151,1,,1,43,39,94000,2410.25641025641
29103,-34.6209220178,-58.4606011755,1,,,42,38,115000,3026.31578947368
29104,-34.5425986,-58.4742435,1,,1,32,28,105000,3750
29105,-34.5968514,-58.4129343,1,,1,50,50,157000,3140
29106,-34.613313,-58.4040257,1,,1,26,26,70000,2692.30769230769
29107,-34.5828259,-58.4428248,1,,1,35,31,118495,3822.41935483871
29108,-34.5828259,-58.4428248,1,,1,37,33,122484,3711.63636363636
29109,-34.5828259,-58.4428248,1,,1,34,30,112891,3763.03333333333
29110,-34.5828259,-58.4428248,1,,1,35,31,114263,3685.90322580645
29111,-34.5828259,-58.4428248,1,,1,34,31,116714,3764.96774193548
29112,-34.5828259,-58.4428248,1,,1,33,30,111499,3716.63333333333
29113,-34.5828259,-58.4428248,1,,1,35,31,118495,3822.41935483871
29114,-34.5828259,-58.4428248,1,,1,34,31,108377,3496.03225806452
29115,-34.5828259,-58.4428248,1,,1,32,28,104813,3743.32142857143
29116,-34.5828259,-58.4428248,1,,1,35,31,104530,3371.93548387097
29117,-34.5828259,-58.4428248,1,,1,34,30,111326,3710.86666666667
29118,-34.5828259,-58.4428248,1,,1,34,31,112545,3630.48387096774
29119,-34.5828259,-58.4428248,1,,1,34,30,115607,3853.56666666667
29120,-34.59777,-58.41571,1,,1,28,28,75000,2678.57142857143
29121,-34.5828259,-58.4428248,1,,1,34,30,119889,3996.3
29122,-34.5828259,-58.4428248,1,,1,38,34,119815,3523.97058823529
29123,-34.5828259,-58.4428248,1,,1,36,32,122517,3828.65625
29124,-34.5828259,-58.4428248,1,,1,35,31,109344,3527.22580645161
29125,-34.5828259,-58.4428248,1,,1,34,31,113935,3675.32258064516
29126,-34.5828259,-58.4428248,1,,1,44,28,97854,3494.78571428571
29127,-34.5828259,-58.4428248,1,,1,35,31,117899,3803.1935483871
29128,-34.5828259,-58.4428248,1,,1,36,33,120747,3659
29129,-34.5828259,-58.4428248,1,,1,36,33,115848,3510.54545454545
29130,-34.5828259,-58.4428248,1,,1,44,31,109457,3530.87096774194
29131,-34.5828259,-58.4428248,1,,1,35,31,112148,3617.67741935484
29132,-34.5828259,-58.4428248,1,,1,43,31,102236,3297.93548387097
29133,-34.5828259,-58.4428248,1,,1,35,31,110032,3549.41935483871
29134,-34.5828259,-58.4428248,1,,1,34,31,116126,3746
29135,-34.5828259,-58.4428248,1,,1,33,30,113644,3788.13333333333
29136,-34.5828259,-58.4428248,1,,1,32,28,108695,3881.96428571429
29137,-34.5828259,-58.4428248,1,,1,34,31,97539,3146.41935483871
29138,-34.5828259,-58.4428248,1,,1,34,31,116714,3764.96774193548
29139,-34.5828259,-58.4428248,1,,1,35,31,115674,3731.41935483871
29140,-34.5828259,-58.4428248,1,,1,35,31,122348,3946.70967741935
29141,-34.5828259,-58.4428248,1,,1,34,31,122699,3958.03225806452
29142,-34.5828259,-58.4428248,1,,1,34,30,113466,3782.2
29143,-34.5828259,-58.4428248,1,,1,33,30,120076,4002.53333333333
29144,-34.5551476,-58.4510134,1,,1,42,39,157706,4043.74358974359
29145,-34.5551476,-58.4510134,1,,1,38,35,138679,3962.25714285714
29146,-34.5968514,-58.4129343,1,,1,50,50,157000,3140
29147,-34.5942654,-58.3831761,1,,1,27,27,105000,3888.88888888889
29148,-34.5968514,-58.4129343,1,,1,50,50,157000,3140
29149,-34.6094389077,-58.4118427508,1,,1,36,30,75000,2500
29150,-34.618778,-58.4008416,1,1,1,39,26,78000,3000
29151,-34.6169315,-58.4636477,1,,1,39,39,101700,2607.69230769231
29152,-34.6169315,-58.4636477,1,,1,34,34,90300,2655.88235294118
29153,-34.6165395029,-58.3866882222,1,,1,33,30,67000,2233.33333333333
29154,-34.6211839,-58.3731163,1,1,1,27,27,59900,2218.51851851852
29155,-34.616651,-58.3903612,1,,1,30,30,77940,2598
29156,-34.5997207172,-58.481557846,1,,1,55,30,89000,2966.66666666667
29157,-34.5931111,-58.5020873,1,1,1,33,27,118000,4370.37037037037
29158,-34.6471808,-58.5810857,1,,1,,45,70000,1555.55555555556
29159,-34.6587971,-58.488977,1,,1,33,30,90000,3000
29160,-34.6587971,-58.488977,1,,1,33,30,90000,3000
29161,-34.5973304,-58.4216121,1,,1,34,29,120000,4137.93103448276
29162,-34.6011377,-58.3745934,1,,1,32,32,78000,2437.5
29163,-34.6007491,-58.3879922,1,1,1,27,27,65000,2407.40740740741
29164,-34.5670753,-58.4787582,1,,1,40,40,158000,3950
29165,-34.570109,-58.4898558,1,,1,37,31,120000,3870.96774193548
29166,-34.5674156,-58.4887921,1,1,1,33,27,100000,3703.7037037037
29167,-34.7772545,-58.401166,1,,1,30,30,75000,2500
29168,-34.6367266,-58.5354534,1,,1,33,27,52000,1925.92592592593
29169,-34.6057296,-58.5665769,1,,1,36,33,61000,1848.48484848485
29170,-34.6182604401,-58.476503183,1,1,1,38,34,79000,2323.52941176471
29171,-34.6181544878,-58.4764602677,1,,1,44,38,89000,2342.10526315789
29172,-34.5997207172,-58.481557846,1,,1,55,30,89000,2966.66666666667
29173,-34.5381608243,-58.5754878168,1,,1,41,35,61000,1742.85714285714
29174,-34.57351303,-58.53237915,1,,1,50,50,78000,1560
29175,-34.6085262,-58.4020405,2,,1,45,45,105000,2333.33333333333
29176,-34.6089344,-58.4047877,2,1,1,35,35,69000,1971.42857142857
29177,-34.3940424,-58.644424,2,1,1,59,59,159000,2694.91525423729
29178,-34.4231533151,-58.6589909683,2,1,1,71,50,152000,3040
29179,-34.3947655464,-58.6427713088,2,1,2,61,53,129000,2433.96226415094
29180,-34.3966784547,-58.6476072102,2,1,2,52,52,200000,3846.15384615385
29181,-34.599526,-58.4096095,2,,1,,36,125000,3472.22222222222
29182,-34.6292522534,-58.4538147233,2,1,1,44,40,135000,3375
29183,-34.6528575,-58.6253252,2,,1,35,35,65000,1857.14285714286
29184,-34.653208,-58.6118419,2,,1,29,29,57000,1965.51724137931
29185,-34.65547562,-58.61164093,2,,1,30,30,57000,1900
29186,-34.5979515,-58.3768087,2,1,1,37,37,115000,3108.10810810811
29187,-34.6120994,-58.4117032,2,1,1,69,65,155000,2384.61538461538
29188,-34.6157473,-58.4226531,2,1,1,48,48,133000,2770.83333333333
29189,-34.6014621,-58.4180937,2,1,2,56,47,145000,3085.10638297872
29190,-34.6067737724,-58.4273468688,2,1,1,42,38,98000,2578.94736842105
29191,-34.6045386,-58.4243696,2,1,1,55,50,125000,2500
29192,-34.6053726,-58.4276083,2,1,1,56,50,143000,2860
29193,-34.6180102,-58.4167977,2,1,1,48,44,108000,2454.54545454545
29194,-34.6082829,-58.4278318,2,1,1,50,45,145000,3222.22222222222
29195,-34.6180102,-58.4167977,2,1,1,48,44,108000,2454.54545454545
29196,-34.5612513461,-58.465707597,2,1,1,33,33,93000,2818.18181818182
29197,-34.3480798,-58.7984397,2,1,1,40,40,79000,1975
29198,-34.5824698,-58.4232882,2,1,1,112,56,204000,3642.85714285714
29199,-34.578364,-58.4294417,2,,1,108,35,135000,3857.14285714286
29200,-34.5938135,-58.413975,2,,1,36,36,119000,3305.55555555556
29201,-34.5851862,-58.4235499,2,,1,50,45,269000,5977.77777777778
29202,-34.6435573,-58.4175104,2,,1,44,44,116000,2636.36363636364
29203,-34.720198063,-58.259778146,2,1,1,50,45,85000,1888.88888888889
29204,-34.557254,-58.445597,2,,1,45,45,100000,2222.22222222222
29205,-34.5741659,-58.4394072,2,1,1,33,33,119500,3621.21212121212
29206,-34.5557109,-58.450462,2,1,1,65,53,230960,4357.7358490566
29207,-34.5529264532,-58.4527177738,2,1,2,49,40,60513,1512.825
29208,-34.5612513461,-58.465707597,2,1,1,33,33,93000,2818.18181818182
29209,-34.5639332,-58.443251,2,1,1,67,31,115000,3709.67741935484
29210,-34.5551476,-58.4510134,2,1,1,65,53,236702,4466.07547169811
29211,-34.6378999,-58.4840974,2,,1,,50,105000,2100
29212,-34.6369738,-58.4838628,2,1,1,46,46,79000,1717.39130434783
29215,-34.5922223,-58.3922139,2,1,1,85,85,340000,4000
29216,-34.596827,-58.3930846,2,1,1,58,51,240974,4724.98039215686
29217,-34.5922257,-58.3870024,2,,2,,127,530000,4173.22834645669
29218,-34.596827,-58.3930846,2,1,1,70,67,243416,3633.07462686567
29219,-34.5528356,-58.4780468,2,,1,77,70,212000,3028.57142857143
29220,-34.6097233,-58.3994991,2,1,1,35,35,73900,2111.42857142857
29221,-34.6132341,-58.4355752,2,,1,48,48,89900,1872.91666666667
29222,-34.6169315,-58.4636477,2,,1,49,46,125800,2734.78260869565
29223,-34.62013,-58.44329,2,1,1,48,48,125000,2604.16666666667
29224,-34.6104462,-58.4444242,2,1,1,40,40,110000,2750
29225,-34.6169315,-58.4636477,2,,1,52,46,132100,2871.73913043478
29226,-34.6048557,-58.4292563,2,1,1,46,40,142910,3572.75
29227,-34.6186462208,-58.3952558893,2,1,1,50,47,87000,1851.06382978723
29228,-34.5987934399,-58.4815295967,2,1,1,48,41,98000,2390.24390243902
29229,-34.57928,-58.45441,2,1,1,41,38,140000,3684.21052631579
29230,-34.47149,-58.523322,2,1,1,45,42,110000,2619.04761904762
29231,-34.6421179,-58.5064715,2,,1,46,40,115000,2875
29232,-34.6429076,-58.5059041,2,,2,,46,120000,2608.69565217391
29233,-34.6587971,-58.488977,2,,1,42,37,115000,3108.10810810811
29234,-34.5967624,-58.421589,2,1,1,50,44,183000,4159.09090909091
29235,-34.5938135,-58.413975,2,,1,36,36,119000,3305.55555555556
29236,-34.5862122212,-58.4025185455,2,1,1,31,31,90000,2903.22580645161
29237,-34.4388288,-58.5562649,2,1,1,59,53,184500,3481.1320754717
29238,-34.4388288,-58.5562649,2,1,1,59,53,167500,3160.37735849057
29239,-34.443322,-58.5523755,2,1,2,51,51,135000,2647.05882352941
29240,-34.4347784,-58.5639133,2,,1,,47,112000,2382.97872340426
29241,-34.6054149,-58.3868216,2,,1,54,54,110000,2037.03703703704
29242,-34.6054149,-58.3868216,2,,1,54,54,110000,2037.03703703704
29243,-34.5953491,-58.448566,2,1,1,62,48,110000,2291.66666666667
29244,-34.5972556,-58.4454984,2,1,1,38,35,84102,2402.91428571429
29245,-34.6008745,-58.4354418,2,,1,49,42,145000,3452.38095238095
29246,-34.6022682,-58.4366056,2,1,1,33,33,79000,2393.93939393939
29247,-34.5945095,-58.437498,2,1,1,40,40,105000,2625
29248,-34.5857665,-58.4366345,2,1,1,37,37,89500,2418.91891891892
29249,-34.6008745,-58.4354418,2,,1,49,42,145000,3452.38095238095
29250,-34.5968965358,-58.4416163759,2,1,1,58,58,162000,2793.10344827586
29251,-34.6050678692,-58.4530505326,2,1,1,43,39,125000,3205.12820512821
29252,-34.6008745,-58.4354418,2,,1,49,42,145000,3452.38095238095
29253,-34.61242294,-58.50309753,2,,1,59,56,145000,2589.28571428571
29254,-34.6633704,-58.4813381,2,,2,,105,160000,1523.80952380952
29255,-34.6283455,-58.3856501,2,,1,32,32,59000,1843.75
29256,-34.6121094,-58.3625474,2,1,2,80,80,530000,6625
29257,-34.6229645,-58.3966123,2,,2,46,46,112900,2454.34782608696
29258,-34.573091,-58.480399,2,1,1,36,36,120000,3333.33333333333
29259,-34.5718846,-58.4802375,2,1,1,44,38,132000,3473.68421052632
29260,-34.5105515,-58.4963913,2,1,1,62,53,315000,5943.39622641509
29261,-34.8010451,-58.3954892,2,,1,57,57,185000,3245.61403508772
29262,-34.7620596,-58.4044993,2,,1,46,45,100000,2222.22222222222
29263,-34.6367266,-58.5354534,2,,1,50,45,65000,1444.44444444444
29264,-34.6057296,-58.5665769,2,,1,53,50,87000,1740
29265,-34.6061473,-58.5589992,2,,1,58,55,98500,1790.90909090909
29266,-34.6006672,-58.5346789,2,1,,35,32,88000,2750
29267,-34.6061473,-58.5589992,2,,1,,46,85000,1847.82608695652
29268,-34.6053726,-58.4276083,2,1,1,56,50,143000,2860
29269,-34.54561996,-58.5545845,2,,1,70,70,180000,2571.42857142857
29270,-34.6030035023,-58.3765326976,2,1,1,57,57,134000,2350.87719298246
29271,-34.4536409,-58.5693321,3,,2,82,74,230000,3108.10810810811
29272,-34.4228482616,-58.5783443223,3,,2,82,74,230000,3108.10810810811
29273,-34.8683154,-58.5028574,3,,1,100,80,240000,3000
29274,-34.6302948,-58.45912933,3,,2,72,69,150000,2173.91304347826
29275,-34.5567989,-58.4727835,3,2,2,131,90,303000,3366.66666666667
29276,-34.6125753655,-58.4317611955,3,2,2,87,82,275000,3353.65853658537
29277,-34.6138386,-58.412877,3,2,1,68,62,130000,2096.77419354839
29278,-34.60404262,-58.43072202,3,2,2,81,70,170000,2428.57142857143
